ORIGIN_CITY_NAME,O_lat,O_lon,DEST_CITY_NAME,D_lat,D_lon,Count
"Ontario, CA",34.84,-115.9671,"Seattle, WA",47.4323,-121.8034,1947
"Cincinnati, OH",39.1668,-84.5382,"Seattle, WA",47.4323,-121.8034,208
"Tucson, AZ",32.2139,-110.9694,"Seattle, WA",47.4323,-121.8034,880
"Oklahoma City, OK",35.3513,-97.4953,"Seattle, WA",47.4323,-121.8034,550
"Palm Springs, CA",33.8414,-116.5347,"Seattle, WA",47.4323,-121.8034,1812
"Albuquerque, NM",35.1996,-106.6448,"Seattle, WA",47.4323,-121.8034,814
"Long Beach, CA",33.8043,-118.20100000000001,"Seattle, WA",47.4323,-121.8034,1708
"Boise, ID",43.6038,-116.2729,"Seattle, WA",47.4323,-121.8034,3348
"Fresno, CA",36.8411,-119.801,"Seattle, WA",47.4323,-121.8034,1931
"Fairbanks, AK",64.64399999999999,-147.5221,"Seattle, WA",47.4323,-121.8034,3014
"Juneau, AK",58.3628,-134.5294,"Seattle, WA",47.4323,-121.8034,2849
"Ketchikan, AK",55.372,-131.6832,"Seattle, WA",47.4323,-121.8034,2822
"Billings, MT",45.7745,-108.5005,"Seattle, WA",47.4323,-121.8034,136
"Bozeman, MT",45.6693,-111.0431,"Seattle, WA",47.4323,-121.8034,298
"Missoula, MT",46.8563,-114.0252,"Seattle, WA",47.4323,-121.8034,236
"Jackson, WY",43.4528,-110.7393,"Seattle, WA",47.4323,-121.8034,53
"Twin Falls, ID",42.5565,-114.4693,"Seattle, WA",47.4323,-121.8034,3
"Sitka, AK",57.0514,-135.3166,"Seattle, WA",47.4323,-121.8034,650
"Hayden, CO",40.4945,-107.2571,"Seattle, WA",47.4323,-121.8034,107
"Bellingham, WA",48.748999999999995,-122.4887,"Seattle, WA",47.4323,-121.8034,442
"San Francisco, CA",37.7848,-122.7278,"San Diego, CA",32.7185,-117.1593,15523
"Los Angeles, CA",33.9731,-118.2479,"San Diego, CA",32.7185,-117.1593,7896
"Boston, MA",42.3706,-71.027,"San Diego, CA",32.7185,-117.1593,2092
"Atlanta, GA",33.8444,-84.47399999999999,"San Diego, CA",32.7185,-117.1593,4509
"Washington, DC",38.9122,-77.0177,"San Diego, CA",32.7185,-117.1593,2271
"Las Vegas, NV",36.1721,-115.1224,"San Diego, CA",32.7185,-117.1593,8973
"Miami, FL",25.7791,-80.1978,"San Diego, CA",32.7185,-117.1593,868
"Minneapolis, MN",44.9462,-93.2,"San Diego, CA",32.7185,-117.1593,2355
"Fort Lauderdale, FL",26.1216,-80.1288,"San Diego, CA",32.7185,-117.1593,197
"Orlando, FL",28.5399,-81.3727,"San Diego, CA",32.7185,-117.1593,1224
"Seattle, WA",47.4323,-121.8034,"San Diego, CA",32.7185,-117.1593,7107
"Denver, CO",39.7263,-104.8568,"San Diego, CA",32.7185,-117.1593,8957
"Kahului, HI",20.8814,-156.4783,"San Diego, CA",32.7185,-117.1593,859
"Honolulu, HI",24.8598,-168.0218,"San Diego, CA",32.7185,-117.1593,1394
"Houston, TX",29.8131,-95.3098,"San Diego, CA",32.7185,-117.1593,5842
"Phoenix, AZ",33.704,-112.3518,"San Diego, CA",32.7185,-117.1593,11045
"Detroit, MI",42.3474,-83.0604,"San Diego, CA",32.7185,-117.1593,1553
"Salt Lake City, UT",40.7559,-111.8967,"San Diego, CA",32.7185,-117.1593,4955
"Dallas, TX",32.7904,-96.8044,"San Diego, CA",32.7185,-117.1593,1830
"Charlotte, NC",35.26,-80.8042,"San Diego, CA",32.7185,-117.1593,1581
"Oakland, CA",37.7806,-122.2166,"San Diego, CA",32.7185,-117.1593,7736
"Lihue, HI",21.9816,-159.3683,"San Diego, CA",32.7185,-117.1593,437
"Newark, NJ",40.7361,-74.2251,"San Diego, CA",32.7185,-117.1593,2162
"San Jose, CA",37.3894,-121.8868,"San Diego, CA",32.7185,-117.1593,7314
"Sacramento, CA",38.3805,-121.5554,"San Diego, CA",32.7185,-117.1593,6178
"Milwaukee, WI",43.0113,-87.9584,"San Diego, CA",32.7185,-117.1593,169
"Nashville, TN",36.1657,-86.7781,"San Diego, CA",32.7185,-117.1593,838
"Portland, OR",45.5078,-122.6897,"San Diego, CA",32.7185,-117.1593,3677
"San Antonio, TX",29.4711,-98.5356,"San Diego, CA",32.7185,-117.1593,1374
"Kansas City, MO",39.1024,-94.5986,"San Diego, CA",32.7185,-117.1593,1030
"Reno, NV",39.5268,-119.8113,"San Diego, CA",32.7185,-117.1593,1459
"Tucson, AZ",32.2139,-110.9694,"San Diego, CA",32.7185,-117.1593,2000
"Albuquerque, NM",35.1996,-106.6448,"San Diego, CA",32.7185,-117.1593,1353
"Boise, ID",43.6038,-116.2729,"San Diego, CA",32.7185,-117.1593,730
"Fresno, CA",36.8411,-119.801,"San Diego, CA",32.7185,-117.1593,985
"Hayden, CO",40.4945,-107.2571,"San Diego, CA",32.7185,-117.1593,5
"San Francisco, CA",37.7848,-122.7278,"Denver, CO",39.7263,-104.8568,13415
"Los Angeles, CA",33.9731,-118.2479,"Denver, CO",39.7263,-104.8568,13268
"Chicago, IL",41.9613,-87.8849,"Denver, CO",39.7263,-104.8568,18824
"Boston, MA",42.3706,-71.027,"Denver, CO",39.7263,-104.8568,5452
"Atlanta, GA",33.8444,-84.47399999999999,"Denver, CO",39.7263,-104.8568,11468
"Washington, DC",38.9122,-77.0177,"Denver, CO",39.7263,-104.8568,9991
"Las Vegas, NV",36.1721,-115.1224,"Denver, CO",39.7263,-104.8568,13666
"Miami, FL",25.7791,-80.1978,"Denver, CO",39.7263,-104.8568,2835
"Minneapolis, MN",44.9462,-93.2,"Denver, CO",39.7263,-104.8568,12040
"Fort Lauderdale, FL",26.1216,-80.1288,"Denver, CO",39.7263,-104.8568,2647
"Orlando, FL",28.5399,-81.3727,"Denver, CO",39.7263,-104.8568,6566
"Seattle, WA",47.4323,-121.8034,"Denver, CO",39.7263,-104.8568,12174
"Kahului, HI",20.8814,-156.4783,"Denver, CO",39.7263,-104.8568,393
"Houston, TX",29.8131,-95.3098,"Denver, CO",39.7263,-104.8568,13779
"Phoenix, AZ",33.704,-112.3518,"Denver, CO",39.7263,-104.8568,16023
"San Diego, CA",32.7185,-117.1593,"Denver, CO",39.7263,-104.8568,9561
"Tampa, FL",27.9961,-82.58200000000001,"Denver, CO",39.7263,-104.8568,3618
"Detroit, MI",42.3474,-83.0604,"Denver, CO",39.7263,-104.8568,6204
"Philadelphia, PA",40.0018,-75.1179,"Denver, CO",39.7263,-104.8568,5052
"Salt Lake City, UT",40.7559,-111.8967,"Denver, CO",39.7263,-104.8568,14158
"Dallas, TX",32.7904,-96.8044,"Denver, CO",39.7263,-104.8568,4036
"Charlotte, NC",35.26,-80.8042,"Denver, CO",39.7263,-104.8568,5021
"Anchorage, AK",61.2116,-149.8761,"Denver, CO",39.7263,-104.8568,895
"Oakland, CA",37.7806,-122.2166,"Denver, CO",39.7263,-104.8568,2938
"Lihue, HI",21.9816,-159.3683,"Denver, CO",39.7263,-104.8568,74
"Baltimore, MD",39.2946,-76.6252,"Denver, CO",39.7263,-104.8568,4487
"New Orleans, LA",29.9605,-90.0753,"Denver, CO",39.7263,-104.8568,3306
"Newark, NJ",40.7361,-74.2251,"Denver, CO",39.7263,-104.8568,6286
"Cleveland, OH",41.5234,-81.5996,"Denver, CO",39.7263,-104.8568,2957
"Sacramento, CA",38.3805,-121.5554,"Denver, CO",39.7263,-104.8568,5463
"Milwaukee, WI",43.0113,-87.9584,"Denver, CO",39.7263,-104.8568,4679
"Nashville, TN",36.1657,-86.7781,"Denver, CO",39.7263,-104.8568,4654
"Portland, OR",45.5078,-122.6897,"Denver, CO",39.7263,-104.8568,7727
"San Antonio, TX",29.4711,-98.5356,"Denver, CO",39.7263,-104.8568,3544
"Austin, TX",30.3264,-97.7713,"Denver, CO",39.7263,-104.8568,5895
"Kansas City, MO",39.1024,-94.5986,"Denver, CO",39.7263,-104.8568,5557
"Santa Ana, CA",33.7523,-117.8541,"Denver, CO",39.7263,-104.8568,7298
"Columbus, OH",40.0999,-83.0157,"Denver, CO",39.7263,-104.8568,1964
"Fort Myers, FL",26.6306,-81.8506,"Denver, CO",39.7263,-104.8568,703
"Indianapolis, IN",39.775,-86.1093,"Denver, CO",39.7263,-104.8568,4307
"Burbank, CA",34.1862,-118.3009,"Denver, CO",39.7263,-104.8568,2746
"Richmond, VA",37.5593,-77.4471,"Denver, CO",39.7263,-104.8568,271
"Pittsburgh, PA",40.4752,-79.9528,"Denver, CO",39.7263,-104.8568,2430
"Birmingham, AL",33.4564,-86.8019,"Denver, CO",39.7263,-104.8568,726
"Omaha, NE",41.2917,-96.1711,"Denver, CO",39.7263,-104.8568,4677
"Memphis, TN",35.1693,-89.9904,"Denver, CO",39.7263,-104.8568,1690
"Reno, NV",39.5268,-119.8113,"Denver, CO",39.7263,-104.8568,3002
"Spokane, WA",47.6665,-117.4365,"Denver, CO",39.7263,-104.8568,2936
"Ontario, CA",34.84,-115.9671,"Denver, CO",39.7263,-104.8568,2597
"Cincinnati, OH",39.1668,-84.5382,"Denver, CO",39.7263,-104.8568,1941
"Louisville, KY",38.189,-85.6768,"Denver, CO",39.7263,-104.8568,932
"Tulsa, OK",36.0391,-95.8687,"Denver, CO",39.7263,-104.8568,3430
"Huntsville, AL",34.7269,-86.5673,"Denver, CO",39.7263,-104.8568,170
"Tucson, AZ",32.2139,-110.9694,"Denver, CO",39.7263,-104.8568,4008
"Wichita, KS",37.652,-97.259,"Denver, CO",39.7263,-104.8568,1982
"Madison, WI",43.0696,-89.4239,"Denver, CO",39.7263,-104.8568,1628
"Dayton, OH",39.7505,-84.2686,"Denver, CO",39.7263,-104.8568,622
"Hartford, CT",41.7801,-72.6771,"Denver, CO",39.7263,-104.8568,1024
"Grand Rapids, MI",42.9842,-85.6291,"Denver, CO",39.7263,-104.8568,1493
"Oklahoma City, OK",35.3513,-97.4953,"Denver, CO",39.7263,-104.8568,4138
"Palm Springs, CA",33.8414,-116.5347,"Denver, CO",39.7263,-104.8568,2058
"Colorado Springs, CO",38.8615,-104.8578,"Denver, CO",39.7263,-104.8568,4844
"El Paso, TX",31.7584,-106.4783,"Denver, CO",39.7263,-104.8568,1715
"Albuquerque, NM",35.1996,-106.6448,"Denver, CO",39.7263,-104.8568,3658
"Shreveport, LA",32.5037,-93.7487,"Denver, CO",39.7263,-104.8568,579
"Santa Barbara, CA",34.4197,-119.7078,"Denver, CO",39.7263,-104.8568,1467
"Akron, OH",41.0449,-81.52,"Denver, CO",39.7263,-104.8568,304
"Little Rock, AR",34.7483,-92.2819,"Denver, CO",39.7263,-104.8568,1420
"Boise, ID",43.6038,-116.2729,"Denver, CO",39.7263,-104.8568,4205
"Knoxville, TN",36.0323,-83.8848,"Denver, CO",39.7263,-104.8568,438
"Lafayette, LA",30.2361,-92.0083,"Denver, CO",39.7263,-104.8568,163
"Albany, NY",42.6149,-73.9708,"Denver, CO",39.7263,-104.8568,18
"Eugene, OR",44.0682,-123.0819,"Denver, CO",39.7263,-104.8568,1385
"Fayetteville, AR",36.052,-94.1534,"Denver, CO",39.7263,-104.8568,962
"Fargo, ND",46.9209,-96.8318,"Denver, CO",39.7263,-104.8568,2416
"Aspen, CO",39.1951,-106.8236,"Denver, CO",39.7263,-104.8568,3490
"Lubbock, TX",33.5865,-101.8606,"Denver, CO",39.7263,-104.8568,1227
"Fresno, CA",36.8411,-119.801,"Denver, CO",39.7263,-104.8568,2442
"Medford, OR",42.2818,-122.9054,"Denver, CO",39.7263,-104.8568,1235
"Springfield, MO",37.2581,-93.3437,"Denver, CO",39.7263,-104.8568,1288
"Rapid City, SD",44.1415,-103.2052,"Denver, CO",39.7263,-104.8568,1373
"Amarillo, TX",35.2032,-101.8421,"Denver, CO",39.7263,-104.8568,888
"Billings, MT",45.7745,-108.5005,"Denver, CO",39.7263,-104.8568,2565
"Bozeman, MT",45.6693,-111.0431,"Denver, CO",39.7263,-104.8568,2119
"Moline, IL",41.4906,-90.49799999999999,"Denver, CO",39.7263,-104.8568,373
"Lincoln, NE",40.8651,-96.8231,"Denver, CO",39.7263,-104.8568,1680
"Santa Fe, NM",35.6975,-105.9821,"Denver, CO",39.7263,-104.8568,300
"Bakersfield, CA",35.3866,-119.0171,"Denver, CO",39.7263,-104.8568,1340
"Williston, ND",48.2257,-103.649,"Denver, CO",39.7263,-104.8568,2149
"Grand Junction, CO",39.0783,-108.5457,"Denver, CO",39.7263,-104.8568,1349
"Jackson, WY",43.4528,-110.7393,"Denver, CO",39.7263,-104.8568,2079
"Kalispell, MT",48.2028,-114.3039,"Denver, CO",39.7263,-104.8568,1738
"Twin Falls, ID",42.5565,-114.4693,"Denver, CO",39.7263,-104.8568,17
"Great Falls, MT",47.5098,-111.2734,"Denver, CO",39.7263,-104.8568,1250
"Helena, MT",46.6131,-112.0213,"Denver, CO",39.7263,-104.8568,732
"Minot, ND",48.2291,-101.2985,"Denver, CO",39.7263,-104.8568,1813
"Durango, CO",37.2874,-107.8617,"Denver, CO",39.7263,-104.8568,1223
"Casper, WY",42.8458,-106.3166,"Denver, CO",39.7263,-104.8568,1745
"Laramie, WY",41.1095,-106.219,"Denver, CO",39.7263,-104.8568,1260
"Hays, KS",38.8782,-99.3348,"Denver, CO",39.7263,-104.8568,1251
"Cody, WY",44.5231,-109.0756,"Denver, CO",39.7263,-104.8568,367
"Jamestown, ND",46.92100000000001,-98.7455,"Denver, CO",39.7263,-104.8568,653
"Eagle, CO",39.6341,-106.7588,"Denver, CO",39.7263,-104.8568,409
"Dickinson, ND",46.8057,-102.7565,"Denver, CO",39.7263,-104.8568,341
"Devils Lake, ND",48.1132,-98.8616,"Denver, CO",39.7263,-104.8568,522
"Hayden, CO",40.4945,-107.2571,"Denver, CO",39.7263,-104.8568,495
"Gunnison, CO",38.5511,-106.931,"Denver, CO",39.7263,-104.8568,291
"Pueblo, CO",38.2879,-104.5848,"Denver, CO",39.7263,-104.8568,264
"San Francisco, CA",37.7848,-122.7278,"Newark, NJ",40.7361,-74.2251,11994
"Los Angeles, CA",33.9731,-118.2479,"Newark, NJ",40.7361,-74.2251,10554
"Chicago, IL",41.9613,-87.8849,"Newark, NJ",40.7361,-74.2251,12936
"Boston, MA",42.3706,-71.027,"Newark, NJ",40.7361,-74.2251,9636
"Atlanta, GA",33.8444,-84.47399999999999,"Newark, NJ",40.7361,-74.2251,11249
"Washington, DC",38.9122,-77.0177,"Newark, NJ",40.7361,-74.2251,4843
"Las Vegas, NV",36.1721,-115.1224,"Newark, NJ",40.7361,-74.2251,4163
"Minneapolis, MN",44.9462,-93.2,"Newark, NJ",40.7361,-74.2251,2530
"Fort Lauderdale, FL",26.1216,-80.1288,"Newark, NJ",40.7361,-74.2251,7823
"Orlando, FL",28.5399,-81.3727,"Newark, NJ",40.7361,-74.2251,11314
"Seattle, WA",47.4323,-121.8034,"Newark, NJ",40.7361,-74.2251,3291
"Denver, CO",39.7263,-104.8568,"Newark, NJ",40.7361,-74.2251,6382
"Houston, TX",29.8131,-95.3098,"Newark, NJ",40.7361,-74.2251,8267
"Phoenix, AZ",33.704,-112.3518,"Newark, NJ",40.7361,-74.2251,4685
"San Diego, CA",32.7185,-117.1593,"Newark, NJ",40.7361,-74.2251,2166
"Tampa, FL",27.9961,-82.58200000000001,"Newark, NJ",40.7361,-74.2251,4624
"Detroit, MI",42.3474,-83.0604,"Newark, NJ",40.7361,-74.2251,3886
"Salt Lake City, UT",40.7559,-111.8967,"Newark, NJ",40.7361,-74.2251,705
"Charlotte, NC",35.26,-80.8042,"Newark, NJ",40.7361,-74.2251,7869
"Baltimore, MD",39.2946,-76.6252,"Newark, NJ",40.7361,-74.2251,504
"New Orleans, LA",29.9605,-90.0753,"Newark, NJ",40.7361,-74.2251,2121
"Cleveland, OH",41.5234,-81.5996,"Newark, NJ",40.7361,-74.2251,3299
"Jacksonville, FL",30.3375,-81.7686,"Newark, NJ",40.7361,-74.2251,2273
"Milwaukee, WI",43.0113,-87.9584,"Newark, NJ",40.7361,-74.2251,2303
"Nashville, TN",36.1657,-86.7781,"Newark, NJ",40.7361,-74.2251,3485
"Portland, OR",45.5078,-122.6897,"Newark, NJ",40.7361,-74.2251,788
"San Antonio, TX",29.4711,-98.5356,"Newark, NJ",40.7361,-74.2251,528
"Austin, TX",30.3264,-97.7713,"Newark, NJ",40.7361,-74.2251,2287
"Kansas City, MO",39.1024,-94.5986,"Newark, NJ",40.7361,-74.2251,739
"Santa Ana, CA",33.7523,-117.8541,"Newark, NJ",40.7361,-74.2251,1742
"Fort Myers, FL",26.6306,-81.8506,"Newark, NJ",40.7361,-74.2251,3270
"Indianapolis, IN",39.775,-86.1093,"Newark, NJ",40.7361,-74.2251,2304
"Richmond, VA",37.5593,-77.4471,"Newark, NJ",40.7361,-74.2251,2429
"Charleston, SC",32.7795,-79.9371,"Newark, NJ",40.7361,-74.2251,2950
"Savannah, GA",32.0749,-81.0883,"Newark, NJ",40.7361,-74.2251,1513
"Omaha, NE",41.2917,-96.1711,"Newark, NJ",40.7361,-74.2251,1311
"Memphis, TN",35.1693,-89.9904,"Newark, NJ",40.7361,-74.2251,1840
"Cincinnati, OH",39.1668,-84.5382,"Newark, NJ",40.7361,-74.2251,2575
"Chattanooga, TN",35.0178,-85.2064,"Newark, NJ",40.7361,-74.2251,228
"Greer, SC",34.8968,-82.2674,"Newark, NJ",40.7361,-74.2251,1673
"Buffalo, NY",42.8967,-78.8846,"Newark, NJ",40.7361,-74.2251,2028
"Louisville, KY",38.189,-85.6768,"Newark, NJ",40.7361,-74.2251,1382
"Norfolk, VA",36.8466,-76.2855,"Newark, NJ",40.7361,-74.2251,2168
"Providence, RI",41.8228,-71.4145,"Newark, NJ",40.7361,-74.2251,1061
"Des Moines, IA",41.6727,-93.5722,"Newark, NJ",40.7361,-74.2251,432
"Madison, WI",43.0696,-89.4239,"Newark, NJ",40.7361,-74.2251,887
"Lexington, KY",38.0378,-84.6164,"Newark, NJ",40.7361,-74.2251,184
"Dayton, OH",39.7505,-84.2686,"Newark, NJ",40.7361,-74.2251,1620
"Hartford, CT",41.7801,-72.6771,"Newark, NJ",40.7361,-74.2251,695
"Grand Rapids, MI",42.9842,-85.6291,"Newark, NJ",40.7361,-74.2251,1359
"Oklahoma City, OK",35.3513,-97.4953,"Newark, NJ",40.7361,-74.2251,209
"Akron, OH",41.0449,-81.52,"Newark, NJ",40.7361,-74.2251,827
"Asheville, NC",35.5971,-82.5565,"Newark, NJ",40.7361,-74.2251,415
"Knoxville, TN",36.0323,-83.8848,"Newark, NJ",40.7361,-74.2251,657
"Albany, NY",42.6149,-73.9708,"Newark, NJ",40.7361,-74.2251,382
"Fayetteville, AR",36.052,-94.1534,"Newark, NJ",40.7361,-74.2251,251
"Fort Wayne, IN",41.0938,-85.0707,"Newark, NJ",40.7361,-74.2251,115
"Rochester, NY",43.1315,-77.6085,"Newark, NJ",40.7361,-74.2251,1863
"Myrtle Beach, SC",33.7587,-78.8044,"Newark, NJ",40.7361,-74.2251,286
"South Bend, IN",41.6727,-86.2535,"Newark, NJ",40.7361,-74.2251,804
"Syracuse, NY",43.0214,-76.1977,"Newark, NJ",40.7361,-74.2251,1010
"Portland, ME",43.6606,-70.2589,"Newark, NJ",40.7361,-74.2251,2173
"Traverse City, MI",44.693999999999996,-85.6763,"Newark, NJ",40.7361,-74.2251,108
"Burlington, VT",44.483999999999995,-73.2199,"Newark, NJ",40.7361,-74.2251,1954
"Bozeman, MT",45.6693,-111.0431,"Newark, NJ",40.7361,-74.2251,113
"Jackson, WY",43.4528,-110.7393,"Newark, NJ",40.7361,-74.2251,118
"Eagle, CO",39.6341,-106.7588,"Newark, NJ",40.7361,-74.2251,218
"Bangor, ME",44.8242,-68.7918,"Newark, NJ",40.7361,-74.2251,123
"Hayden, CO",40.4945,-107.2571,"Newark, NJ",40.7361,-74.2251,45
"San Francisco, CA",37.7848,-122.7278,"Phoenix, AZ",33.704,-112.3518,10402
"Los Angeles, CA",33.9731,-118.2479,"Phoenix, AZ",33.704,-112.3518,15847
"Chicago, IL",41.9613,-87.8849,"Phoenix, AZ",33.704,-112.3518,14808
"Boston, MA",42.3706,-71.027,"Phoenix, AZ",33.704,-112.3518,3096
"Atlanta, GA",33.8444,-84.47399999999999,"Phoenix, AZ",33.704,-112.3518,7715
"Washington, DC",38.9122,-77.0177,"Phoenix, AZ",33.704,-112.3518,2879
"Las Vegas, NV",36.1721,-115.1224,"Phoenix, AZ",33.704,-112.3518,11787
"Miami, FL",25.7791,-80.1978,"Phoenix, AZ",33.704,-112.3518,1443
"Minneapolis, MN",44.9462,-93.2,"Phoenix, AZ",33.704,-112.3518,8686
"Fort Lauderdale, FL",26.1216,-80.1288,"Phoenix, AZ",33.704,-112.3518,1219
"Orlando, FL",28.5399,-81.3727,"Phoenix, AZ",33.704,-112.3518,2741
"Seattle, WA",47.4323,-121.8034,"Phoenix, AZ",33.704,-112.3518,12440
"Denver, CO",39.7263,-104.8568,"Phoenix, AZ",33.704,-112.3518,16059
"Kahului, HI",20.8814,-156.4783,"Phoenix, AZ",33.704,-112.3518,1196
"Honolulu, HI",24.8598,-168.0218,"Phoenix, AZ",33.704,-112.3518,2436
"Houston, TX",29.8131,-95.3098,"Phoenix, AZ",33.704,-112.3518,9318
"San Diego, CA",32.7185,-117.1593,"Phoenix, AZ",33.704,-112.3518,11114
"Tampa, FL",27.9961,-82.58200000000001,"Phoenix, AZ",33.704,-112.3518,2128
"Detroit, MI",42.3474,-83.0604,"Phoenix, AZ",33.704,-112.3518,6045
"Philadelphia, PA",40.0018,-75.1179,"Phoenix, AZ",33.704,-112.3518,5268
"Salt Lake City, UT",40.7559,-111.8967,"Phoenix, AZ",33.704,-112.3518,11517
"Dallas, TX",32.7904,-96.8044,"Phoenix, AZ",33.704,-112.3518,3468
"Charlotte, NC",35.26,-80.8042,"Phoenix, AZ",33.704,-112.3518,6188
"Anchorage, AK",61.2116,-149.8761,"Phoenix, AZ",33.704,-112.3518,744
"Oakland, CA",37.7806,-122.2166,"Phoenix, AZ",33.704,-112.3518,5576
"Baltimore, MD",39.2946,-76.6252,"Phoenix, AZ",33.704,-112.3518,3548
"New Orleans, LA",29.9605,-90.0753,"Phoenix, AZ",33.704,-112.3518,873
"Newark, NJ",40.7361,-74.2251,"Phoenix, AZ",33.704,-112.3518,4672
"San Jose, CA",37.3894,-121.8868,"Phoenix, AZ",33.704,-112.3518,6903
"Sacramento, CA",38.3805,-121.5554,"Phoenix, AZ",33.704,-112.3518,7044
"Milwaukee, WI",43.0113,-87.9584,"Phoenix, AZ",33.704,-112.3518,3077
"Nashville, TN",36.1657,-86.7781,"Phoenix, AZ",33.704,-112.3518,1630
"Portland, OR",45.5078,-122.6897,"Phoenix, AZ",33.704,-112.3518,6561
"San Antonio, TX",29.4711,-98.5356,"Phoenix, AZ",33.704,-112.3518,2724
"Austin, TX",30.3264,-97.7713,"Phoenix, AZ",33.704,-112.3518,3466
"Kansas City, MO",39.1024,-94.5986,"Phoenix, AZ",33.704,-112.3518,4270
"Santa Ana, CA",33.7523,-117.8541,"Phoenix, AZ",33.704,-112.3518,8572
"Indianapolis, IN",39.775,-86.1093,"Phoenix, AZ",33.704,-112.3518,2832
"Burbank, CA",34.1862,-118.3009,"Phoenix, AZ",33.704,-112.3518,4168
"Pittsburgh, PA",40.4752,-79.9528,"Phoenix, AZ",33.704,-112.3518,2140
"Omaha, NE",41.2917,-96.1711,"Phoenix, AZ",33.704,-112.3518,2653
"Memphis, TN",35.1693,-89.9904,"Phoenix, AZ",33.704,-112.3518,31
"Spokane, WA",47.6665,-117.4365,"Phoenix, AZ",33.704,-112.3518,1899
"Ontario, CA",34.84,-115.9671,"Phoenix, AZ",33.704,-112.3518,6217
"Cincinnati, OH",39.1668,-84.5382,"Phoenix, AZ",33.704,-112.3518,243
"Tulsa, OK",36.0391,-95.8687,"Phoenix, AZ",33.704,-112.3518,1309
"Des Moines, IA",41.6727,-93.5722,"Phoenix, AZ",33.704,-112.3518,998
"Tucson, AZ",32.2139,-110.9694,"Phoenix, AZ",33.704,-112.3518,2779
"Oklahoma City, OK",35.3513,-97.4953,"Phoenix, AZ",33.704,-112.3518,1454
"Palm Springs, CA",33.8414,-116.5347,"Phoenix, AZ",33.704,-112.3518,4107
"Colorado Springs, CO",38.8615,-104.8578,"Phoenix, AZ",33.704,-112.3518,187
"El Paso, TX",31.7584,-106.4783,"Phoenix, AZ",33.704,-112.3518,2912
"Albuquerque, NM",35.1996,-106.6448,"Phoenix, AZ",33.704,-112.3518,4766
"Santa Barbara, CA",34.4197,-119.7078,"Phoenix, AZ",33.704,-112.3518,1730
"Boise, ID",43.6038,-116.2729,"Phoenix, AZ",33.704,-112.3518,2310
"Yuma, AZ",32.7015,-114.6424,"Phoenix, AZ",33.704,-112.3518,4014
"Flagstaff, AZ",35.1859,-111.662,"Phoenix, AZ",33.704,-112.3518,3664
"Lubbock, TX",33.5865,-101.8606,"Phoenix, AZ",33.704,-112.3518,32
"Fresno, CA",36.8411,-119.801,"Phoenix, AZ",33.704,-112.3518,968
"Monterey, CA",36.5802,-121.8443,"Phoenix, AZ",33.704,-112.3518,1211
"San Luis Obispo, CA",35.2635,-120.6509,"Phoenix, AZ",33.704,-112.3518,1444
"Bakersfield, CA",35.3866,-119.0171,"Phoenix, AZ",33.704,-112.3518,2202
"Grand Junction, CO",39.0783,-108.5457,"Phoenix, AZ",33.704,-112.3518,2116
"Durango, CO",37.2874,-107.8617,"Phoenix, AZ",33.704,-112.3518,1771
"Roswell, NM",33.6397,-104.3748,"Phoenix, AZ",33.704,-112.3518,303
"San Francisco, CA",37.7848,-122.7278,"Portland, OR",45.5078,-122.6897,9881
"Los Angeles, CA",33.9731,-118.2479,"Portland, OR",45.5078,-122.6897,8554
"Chicago, IL",41.9613,-87.8849,"Portland, OR",45.5078,-122.6897,6457
"Boston, MA",42.3706,-71.027,"Portland, OR",45.5078,-122.6897,1086
"Atlanta, GA",33.8444,-84.47399999999999,"Portland, OR",45.5078,-122.6897,2458
"Washington, DC",38.9122,-77.0177,"Portland, OR",45.5078,-122.6897,1313
"Las Vegas, NV",36.1721,-115.1224,"Portland, OR",45.5078,-122.6897,5774
"Minneapolis, MN",44.9462,-93.2,"Portland, OR",45.5078,-122.6897,3181
"Seattle, WA",47.4323,-121.8034,"Portland, OR",45.5078,-122.6897,4275
"Denver, CO",39.7263,-104.8568,"Portland, OR",45.5078,-122.6897,7738
"Kahului, HI",20.8814,-156.4783,"Portland, OR",45.5078,-122.6897,1253
"Honolulu, HI",24.8598,-168.0218,"Portland, OR",45.5078,-122.6897,1565
"Phoenix, AZ",33.704,-112.3518,"Portland, OR",45.5078,-122.6897,6560
"San Diego, CA",32.7185,-117.1593,"Portland, OR",45.5078,-122.6897,3674
"Detroit, MI",42.3474,-83.0604,"Portland, OR",45.5078,-122.6897,482
"Philadelphia, PA",40.0018,-75.1179,"Portland, OR",45.5078,-122.6897,233
"Salt Lake City, UT",40.7559,-111.8967,"Portland, OR",45.5078,-122.6897,5453
"Dallas, TX",32.7904,-96.8044,"Portland, OR",45.5078,-122.6897,634
"Charlotte, NC",35.26,-80.8042,"Portland, OR",45.5078,-122.6897,595
"Anchorage, AK",61.2116,-149.8761,"Portland, OR",45.5078,-122.6897,2035
"Oakland, CA",37.7806,-122.2166,"Portland, OR",45.5078,-122.6897,3912
"Lihue, HI",21.9816,-159.3683,"Portland, OR",45.5078,-122.6897,200
"Baltimore, MD",39.2946,-76.6252,"Portland, OR",45.5078,-122.6897,126
"Newark, NJ",40.7361,-74.2251,"Portland, OR",45.5078,-122.6897,774
